path,load_functions,to_arg_functions,access_callback,access_arguments,page_callback,page_arguments,delivery_callback,fit,number_parts,context,tab_parent,tab_root,title,title_callback,title_arguments,theme_callback,theme_arguments,type,description,position,weight,include_file
admin/structure/block/demo/stark,b'',b'',_block_themes_access,"b'a:1:{i:0;O:8:""stdClass"":12:{s:8:""filename"";s:23:""themes/stark/stark.info"";s:4:""name"";s:5:""stark"";s:4:""type"";s:5:""theme"";s:5:""owner"";s:45:""themes/engines/phptemplate/phptemplate.engine"";s:6:""status"";s:1:""0"";s:9:""bootstrap"";s:1:""0"";s:14:""schema_version"";s:2:""-1"";s:6:""weight"";s:1:""0"";s:4:""info"";a:15:{s:4:""name"";s:5:""Stark"";s:11:""description"";s:208:""This theme demonstrates Drupal\'s default HTML markup and CSS styles. To learn how to build your own theme and override Drupal\'s default code, see the <a href=""http://drupal.org/theme-guide"">Theming Guide</a>."";s:7:""package"";s:4:""Core"";s:7:""version"";s:4:""7.36"";s:4:""core"";s:3:""7.x"";s:11:""stylesheets"";a:1:{s:3:""all"";a:1:{s:10:""layout.css"";s:23:""themes/stark/layout.css"";}}s:6:""engine"";s:11:""phptemplate"";s:7:""regions"";a:9:{s:13:""sidebar_first"";s:12:""Left sidebar"";s:14:""sidebar_second"";s:13:""Right sidebar"";s:7:""content"";s:7:""Content"";s:6:""header"";s:6:""Header"";s:6:""footer"";s:6:""Footer"";s:11:""highlighted"";s:11:""Highlighted"";s:4:""help"";s:4:""Help"";s:8:""page_top"";s:8:""Page top"";s:11:""page_bottom"";s:11:""Page bottom"";}s:8:""features"";a:9:{i:0;s:4:""logo"";i:1;s:7:""favicon"";i:2;s:4:""name"";i:3;s:6:""slogan"";i:4;s:17:""node_user_picture"";i:5;s:20:""comment_user_picture"";i:6;s:25:""comment_user_verification"";i:7;s:9:""main_menu"";i:8;s:14:""secondary_menu"";}s:10:""screenshot"";s:27:""themes/stark/screenshot.png"";s:3:""php"";s:5:""5.2.4"";s:7:""scripts"";a:0:{}s:5:""mtime"";i:1428502207;s:14:""regions_hidden"";a:2:{i:0;s:8:""page_top"";i:1;s:11:""page_bottom"";}s:28:""overlay_supplemental_regions"";a:1:{i:0;s:11:""page_bottom"";}}s:6:""prefix"";s:11:""phptemplate"";s:11:""stylesheets"";a:1:{s:3:""all"";a:1:{s:10:""layout.css"";s:23:""themes/stark/layout.css"";}}s:6:""engine"";s:11:""phptemplate"";}}'",block_admin_demo,"b'a:1:{i:0;s:5:""stark"";}'",,31,5,0,,admin/structure/block/demo/stark,Stark,t,,_block_custom_theme,"a:1:{i:0;s:5:""stark"";}",0,,,0,modules/block/block.admin.inc
admin/structure/block/list/bartik,b'',b'',_block_themes_access,"b'a:1:{i:0;O:8:""stdClass"":12:{s:8:""filename"";s:25:""themes/bartik/bartik.info"";s:4:""name"";s:6:""bartik"";s:4:""type"";s:5:""theme"";s:5:""owner"";s:45:""themes/engines/phptemplate/phptemplate.engine"";s:6:""status"";s:1:""0"";s:9:""bootstrap"";s:1:""0"";s:14:""schema_version"";s:2:""-1"";s:6:""weight"";s:1:""0"";s:4:""info"";a:16:{s:4:""name"";s:6:""Bartik"";s:11:""description"";s:48:""A flexible, recolorable theme with many regions."";s:7:""package"";s:4:""Core"";s:7:""version"";s:4:""7.36"";s:4:""core"";s:3:""7.x"";s:11:""stylesheets"";a:2:{s:3:""all"";a:3:{s:14:""css/layout.css"";s:28:""themes/bartik/css/layout.css"";s:13:""css/style.css"";s:27:""themes/bartik/css/style.css"";s:14:""css/colors.css"";s:28:""themes/bartik/css/colors.css"";}s:5:""print"";a:1:{s:13:""css/print.css"";s:27:""themes/bartik/css/print.css"";}}s:7:""regions"";a:17:{s:6:""header"";s:6:""Header"";s:4:""help"";s:4:""Help"";s:8:""page_top"";s:8:""Page top"";s:11:""page_bottom"";s:11:""Page bottom"";s:11:""highlighted"";s:11:""Highlighted"";s:8:""featured"";s:8:""Featured"";s:7:""content"";s:7:""Content"";s:13:""sidebar_first"";s:13:""Sidebar first"";s:14:""sidebar_second"";s:14:""Sidebar second"";s:14:""triptych_first"";s:14:""Triptych first"";s:15:""triptych_middle"";s:15:""Triptych middle"";s:13:""triptych_last"";s:13:""Triptych last"";s:18:""footer_firstcolumn"";s:19:""Footer first column"";s:19:""footer_secondcolumn"";s:20:""Footer second column"";s:18:""footer_thirdcolumn"";s:19:""Footer third column"";s:19:""footer_fourthcolumn"";s:20:""Footer fourth column"";s:6:""footer"";s:6:""Footer"";}s:8:""settings"";a:1:{s:20:""shortcut_module_link"";s:1:""0"";}s:6:""engine"";s:11:""phptemplate"";s:8:""features"";a:9:{i:0;s:4:""logo"";i:1;s:7:""favicon"";i:2;s:4:""name"";i:3;s:6:""slogan"";i:4;s:17:""node_user_picture"";i:5;s:20:""comment_user_picture"";i:6;s:25:""comment_user_verification"";i:7;s:9:""main_menu"";i:8;s:14:""secondary_menu"";}s:10:""screenshot"";s:28:""themes/bartik/screenshot.png"";s:3:""php"";s:5:""5.2.4"";s:7:""scripts"";a:0:{}s:5:""mtime"";i:1428502207;s:14:""regions_hidden"";a:2:{i:0;s:8:""page_top"";i:1;s:11:""page_bottom"";}s:28:""overlay_supplemental_regions"";a:1:{i:0;s:11:""page_bottom"";}}s:6:""prefix"";s:11:""phptemplate"";s:11:""stylesheets"";a:2:{s:3:""all"";a:3:{s:14:""css/layout.css"";s:28:""themes/bartik/css/layout.css"";s:13:""css/style.css"";s:27:""themes/bartik/css/style.css"";s:14:""css/colors.css"";s:28:""themes/bartik/css/colors.css"";}s:5:""print"";a:1:{s:13:""css/print.css"";s:27:""themes/bartik/css/print.css"";}}s:6:""engine"";s:11:""phptemplate"";}}'",block_admin_display,"b'a:1:{i:0;s:6:""bartik"";}'",,31,5,1,admin/structure/block,admin/structure/block,Bartik,t,,,a:0:{},132,,,0,modules/block/block.admin.inc
admin/structure/block/list/bartik/add,b'',b'',user_access,"b'a:1:{i:0;s:17:""administer blocks"";}'",drupal_get_form,"b'a:1:{i:0;s:20:""block_add_block_form"";}'",,63,6,1,admin/structure/block/list/bartik,admin/structure/block,Add block,t,,,a:0:{},388,,,0,modules/block/block.admin.inc
admin/structure/block/list/bootstrap,b'',b'',_block_themes_access,"b'a:1:{i:0;O:8:""stdClass"":12:{s:8:""filename"";s:56:""profiles/haskala/themes/contrib/bootstrap/bootstrap.info"";s:4:""name"";s:9:""bootstrap"";s:4:""type"";s:5:""theme"";s:5:""owner"";s:45:""themes/engines/phptemplate/phptemplate.engine"";s:6:""status"";s:1:""0"";s:9:""bootstrap"";s:1:""0"";s:14:""schema_version"";s:2:""-1"";s:6:""weight"";s:1:""0"";s:4:""info"";a:19:{s:4:""name"";s:9:""Bootstrap"";s:11:""description"";s:115:""Built to use Bootstrap, a sleek, intuitive, and powerful front-end framework for faster and easier web development."";s:4:""core"";s:3:""7.x"";s:7:""regions"";a:10:{s:10:""navigation"";s:10:""Navigation"";s:6:""header"";s:7:""Top Bar"";s:11:""highlighted"";s:11:""Highlighted"";s:4:""help"";s:4:""Help"";s:7:""content"";s:7:""Content"";s:13:""sidebar_first"";s:7:""Primary"";s:14:""sidebar_second"";s:9:""Secondary"";s:6:""footer"";s:6:""Footer"";s:8:""page_top"";s:8:""Page top"";s:11:""page_bottom"";s:11:""Page bottom"";}s:8:""settings"";a:38:{s:20:""bootstrap_breadcrumb"";s:1:""1"";s:25:""bootstrap_breadcrumb_home"";s:1:""0"";s:26:""bootstrap_breadcrumb_title"";s:1:""1"";s:25:""bootstrap_navbar_position"";s:0:"""";s:24:""bootstrap_navbar_inverse"";s:1:""0"";s:32:""bootstrap_region_well-navigation"";s:0:"""";s:28:""bootstrap_region_well-header"";s:0:"""";s:33:""bootstrap_region_well-highlighted"";s:0:"""";s:26:""bootstrap_region_well-help"";s:0:"""";s:29:""bootstrap_region_well-content"";s:0:"""";s:35:""bootstrap_region_well-sidebar_first"";s:4:""well"";s:36:""bootstrap_region_well-sidebar_second"";s:0:"""";s:28:""bootstrap_region_well-footer"";s:0:"""";s:21:""bootstrap_anchors_fix"";s:1:""1"";s:34:""bootstrap_anchors_smooth_scrolling"";s:1:""1"";s:25:""bootstrap_popover_enabled"";s:1:""1"";s:27:""bootstrap_popover_animation"";s:1:""1"";s:22:""bootstrap_popover_html"";s:1:""0"";s:27:""bootstrap_popover_placement"";s:5:""right"";s:26:""bootstrap_popover_selector"";s:0:"""";s:25:""bootstrap_popover_trigger"";a:3:{s:7:""\'hover\'"";s:1:""0"";s:7:""\'focus\'"";s:1:""0"";s:7:""\'click\'"";s:5:""click"";}s:23:""bootstrap_popover_title"";s:0:"""";s:25:""bootstrap_popover_content"";s:0:"""";s:23:""bootstrap_popover_delay"";s:1:""0"";s:27:""bootstrap_popover_container"";s:4:""body"";s:25:""bootstrap_tooltip_enabled"";s:1:""1"";s:30:""bootstrap_tooltip_descriptions"";s:1:""1"";s:27:""bootstrap_tooltip_animation"";s:1:""1"";s:22:""bootstrap_tooltip_html"";s:1:""0"";s:27:""bootstrap_tooltip_placement"";s:9:""auto left"";s:26:""bootstrap_tooltip_selector"";s:0:"""";s:25:""bootstrap_tooltip_trigger"";a:3:{s:7:""\'hover\'"";s:5:""hover"";s:7:""\'focus\'"";s:5:""focus"";s:7:""\'click\'"";s:1:""0"";}s:23:""bootstrap_tooltip_delay"";s:1:""0"";s:27:""bootstrap_tooltip_container"";s:4:""body"";s:13:""bootstrap_cdn"";s:5:""3.0.2"";s:20:""bootstrap_bootswatch"";s:0:"""";s:11:""toggle_name"";s:1:""1"";s:13:""toggle_search"";s:1:""1"";}s:7:""exclude"";a:1:{s:3:""css"";a:25:{i:0;s:22:""misc/vertical-tabs.css"";i:1;s:33:""modules/aggregator/aggregator.css"";i:2;s:21:""modules/book/book.css"";i:3;s:27:""modules/comment/comment.css"";i:4;s:23:""modules/dblog/dblog.css"";i:5;s:21:""modules/file/file.css"";i:6;s:25:""modules/filter/filter.css"";i:7;s:23:""modules/forum/forum.css"";i:8;s:21:""modules/help/help.css"";i:9;s:21:""modules/menu/menu.css"";i:10;s:21:""modules/node/node.css"";i:11;s:25:""modules/openid/openid.css"";i:12;s:21:""modules/poll/poll.css"";i:13;s:25:""modules/search/search.css"";i:14;s:33:""modules/statistics/statistics.css"";i:15;s:25:""modules/syslog/syslog.css"";i:16;s:30:""modules/system/maintenance.css"";i:17;s:37:""modules/system/system.maintenance.css"";i:18;s:31:""modules/system/system.menus.css"";i:19;s:34:""modules/system/system.messages.css"";i:20;s:31:""modules/system/system.theme.css"";i:21;s:29:""modules/taxonomy/taxonomy.css"";i:22;s:27:""modules/tracker/tracker.css"";i:23;s:25:""modules/update/update.css"";i:24;s:21:""modules/user/user.css"";}}s:23:""simplytest_dependencies"";a:1:{i:0;s:13:""jquery_update"";}s:7:""version"";s:7:""7.x-3.0"";s:7:""project"";s:9:""bootstrap"";s:9:""datestamp"";s:10:""1384678107"";s:6:""engine"";s:11:""phptemplate"";s:8:""features"";a:9:{i:0;s:4:""logo"";i:1;s:7:""favicon"";i:2;s:4:""name"";i:3;s:6:""slogan"";i:4;s:17:""node_user_picture"";i:5;s:20:""comment_user_picture"";i:6;s:25:""comment_user_verification"";i:7;s:9:""main_menu"";i:8;s:14:""secondary_menu"";}s:10:""screenshot"";s:56:""profiles/haskala/themes/contrib/bootstrap/screenshot.png"";s:3:""php"";s:5:""5.2.4"";s:11:""stylesheets"";a:0:{}s:7:""scripts"";a:0:{}s:5:""mtime"";i:1428502207;s:14:""regions_hidden"";a:2:{i:0;s:8:""page_top"";i:1;s:11:""page_bottom"";}s:28:""overlay_supplemental_regions"";a:1:{i:0;s:11:""page_bottom"";}}s:6:""prefix"";s:11:""phptemplate"";s:10:""sub_themes"";a:1:{s:13:""haskala_theme"";s:27:""Haskala Bootstrap Sub-theme"";}s:6:""engine"";s:11:""phptemplate"";}}'",block_admin_display,"b'a:1:{i:0;s:9:""bootstrap"";}'",,31,5,1,admin/structure/block,admin/structure/block,Bootstrap,t,,,a:0:{},132,,,0,modules/block/block.admin.inc
admin/structure/block/list/bootstrap/add,b'',b'',user_access,"b'a:1:{i:0;s:17:""administer blocks"";}'",drupal_get_form,"b'a:1:{i:0;s:20:""block_add_block_form"";}'",,63,6,1,admin/structure/block/list/bootstrap,admin/structure/block,Add block,t,,,a:0:{},388,,,0,modules/block/block.admin.inc
admin/structure/block/list/garland,b'',b'',_block_themes_access,"b'a:1:{i:0;O:8:""stdClass"":12:{s:8:""filename"";s:27:""themes/garland/garland.info"";s:4:""name"";s:7:""garland"";s:4:""type"";s:5:""theme"";s:5:""owner"";s:45:""themes/engines/phptemplate/phptemplate.engine"";s:6:""status"";s:1:""0"";s:9:""bootstrap"";s:1:""0"";s:14:""schema_version"";s:2:""-1"";s:6:""weight"";s:1:""0"";s:4:""info"";a:16:{s:4:""name"";s:7:""Garland"";s:11:""description"";s:111:""A multi-column theme which can be configured to modify colors and switch between fixed and fluid width layouts."";s:7:""package"";s:4:""Core"";s:7:""version"";s:4:""7.36"";s:4:""core"";s:3:""7.x"";s:11:""stylesheets"";a:2:{s:3:""all"";a:1:{s:9:""style.css"";s:24:""themes/garland/style.css"";}s:5:""print"";a:1:{s:9:""print.css"";s:24:""themes/garland/print.css"";}}s:8:""settings"";a:1:{s:13:""garland_width"";s:5:""fluid"";}s:6:""engine"";s:11:""phptemplate"";s:7:""regions"";a:9:{s:13:""sidebar_first"";s:12:""Left sidebar"";s:14:""sidebar_second"";s:13:""Right sidebar"";s:7:""content"";s:7:""Content"";s:6:""header"";s:6:""Header"";s:6:""footer"";s:6:""Footer"";s:11:""highlighted"";s:11:""Highlighted"";s:4:""help"";s:4:""Help"";s:8:""page_top"";s:8:""Page top"";s:11:""page_bottom"";s:11:""Page bottom"";}s:8:""features"";a:9:{i:0;s:4:""logo"";i:1;s:7:""favicon"";i:2;s:4:""name"";i:3;s:6:""slogan"";i:4;s:17:""node_user_picture"";i:5;s:20:""comment_user_picture"";i:6;s:25:""comment_user_verification"";i:7;s:9:""main_menu"";i:8;s:14:""secondary_menu"";}s:10:""screenshot"";s:29:""themes/garland/screenshot.png"";s:3:""php"";s:5:""5.2.4"";s:7:""scripts"";a:0:{}s:5:""mtime"";i:1428502207;s:14:""regions_hidden"";a:2:{i:0;s:8:""page_top"";i:1;s:11:""page_bottom"";}s:28:""overlay_supplemental_regions"";a:1:{i:0;s:11:""page_bottom"";}}s:6:""prefix"";s:11:""phptemplate"";s:11:""stylesheets"";a:2:{s:3:""all"";a:1:{s:9:""style.css"";s:24:""themes/garland/style.css"";}s:5:""print"";a:1:{s:9:""print.css"";s:24:""themes/garland/print.css"";}}s:6:""engine"";s:11:""phptemplate"";}}'",block_admin_display,"b'a:1:{i:0;s:7:""garland"";}'",,31,5,1,admin/structure/block,admin/structure/block,Garland,t,,,a:0:{},132,,,0,modules/block/block.admin.inc
admin/structure/block/list/garland/add,b'',b'',user_access,"b'a:1:{i:0;s:17:""administer blocks"";}'",drupal_get_form,"b'a:1:{i:0;s:20:""block_add_block_form"";}'",,63,6,1,admin/structure/block/list/garland,admin/structure/block,Add block,t,,,a:0:{},388,,,0,modules/block/block.admin.inc
admin/structure/block/list/haskala_theme,b'',b'',_block_themes_access,"b'a:1:{i:0;O:8:""stdClass"":14:{s:8:""filename"";s:63:""profiles/haskala/themes/custom/haskala_theme/haskala_theme.info"";s:4:""name"";s:13:""haskala_theme"";s:4:""type"";s:5:""theme"";s:5:""owner"";s:45:""themes/engines/phptemplate/phptemplate.engine"";s:6:""status"";s:1:""1"";s:9:""bootstrap"";s:1:""0"";s:14:""schema_version"";s:2:""-1"";s:6:""weight"";s:1:""0"";s:4:""info"";a:16:{s:4:""name"";s:27:""Haskala Bootstrap Sub-theme"";s:11:""description"";s:22:""A Bootstrap Sub-theme."";s:4:""core"";s:3:""7.x"";s:10:""base theme"";s:9:""bootstrap"";s:7:""regions"";a:10:{s:10:""navigation"";s:10:""Navigation"";s:6:""header"";s:7:""Top Bar"";s:11:""highlighted"";s:11:""Highlighted"";s:4:""help"";s:4:""Help"";s:7:""content"";s:7:""Content"";s:13:""sidebar_first"";s:7:""Primary"";s:14:""sidebar_second"";s:9:""Secondary"";s:6:""footer"";s:6:""Footer"";s:8:""page_top"";s:8:""Page top"";s:11:""page_bottom"";s:11:""Page bottom"";}s:11:""stylesheets"";a:1:{s:3:""all"";a:2:{s:39:""../../../libraries/haskala/css/main.css"";s:84:""profiles/haskala/themes/custom/haskala_theme/../../../libraries/haskala/css/main.css"";s:44:""../../../libraries/haskala/css/ie_gte_10.css"";s:89:""profiles/haskala/themes/custom/haskala_theme/../../../libraries/haskala/css/ie_gte_10.css"";}}s:7:""plugins"";a:1:{s:6:""panels"";a:1:{s:7:""layouts"";s:7:""layouts"";}}s:8:""settings"";a:1:{s:25:""bootstrap_tooltip_enabled"";s:1:""0"";}s:6:""engine"";s:11:""phptemplate"";s:8:""features"";a:9:{i:0;s:4:""logo"";i:1;s:7:""favicon"";i:2;s:4:""name"";i:3;s:6:""slogan"";i:4;s:17:""node_user_picture"";i:5;s:20:""comment_user_picture"";i:6;s:25:""comment_user_verification"";i:7;s:9:""main_menu"";i:8;s:14:""secondary_menu"";}s:10:""screenshot"";s:59:""profiles/haskala/themes/custom/haskala_theme/screenshot.png"";s:3:""php"";s:5:""5.2.4"";s:7:""scripts"";a:0:{}s:5:""mtime"";i:1428502207;s:14:""regions_hidden"";a:2:{i:0;s:8:""page_top"";i:1;s:11:""page_bottom"";}s:28:""overlay_supplemental_regions"";a:1:{i:0;s:11:""page_bottom"";}}s:11:""base_themes"";a:1:{s:9:""bootstrap"";s:9:""Bootstrap"";}s:6:""prefix"";s:11:""phptemplate"";s:11:""stylesheets"";a:1:{s:3:""all"";a:2:{s:39:""../../../libraries/haskala/css/main.css"";s:84:""profiles/haskala/themes/custom/haskala_theme/../../../libraries/haskala/css/main.css"";s:44:""../../../libraries/haskala/css/ie_gte_10.css"";s:89:""profiles/haskala/themes/custom/haskala_theme/../../../libraries/haskala/css/ie_gte_10.css"";}}s:6:""engine"";s:11:""phptemplate"";s:10:""base_theme"";s:9:""bootstrap"";}}'",block_admin_display,"b'a:1:{i:0;s:13:""haskala_theme"";}'",,31,5,1,admin/structure/block,admin/structure/block,Haskala Bootstrap Sub-theme,t,,,a:0:{},140,,,-10,modules/block/block.admin.inc
admin/structure/block/list/seven,b'',b'',_block_themes_access,"b'a:1:{i:0;O:8:""stdClass"":12:{s:8:""filename"";s:23:""themes/seven/seven.info"";s:4:""name"";s:5:""seven"";s:4:""type"";s:5:""theme"";s:5:""owner"";s:45:""themes/engines/phptemplate/phptemplate.engine"";s:6:""status"";s:1:""1"";s:9:""bootstrap"";s:1:""0"";s:14:""schema_version"";s:2:""-1"";s:6:""weight"";s:1:""0"";s:4:""info"";a:16:{s:4:""name"";s:5:""Seven"";s:11:""description"";s:65:""A simple one-column, tableless, fluid width administration theme."";s:7:""package"";s:4:""Core"";s:7:""version"";s:4:""7.36"";s:4:""core"";s:3:""7.x"";s:11:""stylesheets"";a:1:{s:6:""screen"";a:2:{s:9:""reset.css"";s:22:""themes/seven/reset.css"";s:9:""style.css"";s:22:""themes/seven/style.css"";}}s:8:""settings"";a:1:{s:20:""shortcut_module_link"";s:1:""1"";}s:7:""regions"";a:5:{s:7:""content"";s:7:""Content"";s:4:""help"";s:4:""Help"";s:8:""page_top"";s:8:""Page top"";s:11:""page_bottom"";s:11:""Page bottom"";s:13:""sidebar_first"";s:13:""First sidebar"";}s:14:""regions_hidden"";a:3:{i:0;s:13:""sidebar_first"";i:1;s:8:""page_top"";i:2;s:11:""page_bottom"";}s:6:""engine"";s:11:""phptemplate"";s:8:""features"";a:9:{i:0;s:4:""logo"";i:1;s:7:""favicon"";i:2;s:4:""name"";i:3;s:6:""slogan"";i:4;s:17:""node_user_picture"";i:5;s:20:""comment_user_picture"";i:6;s:25:""comment_user_verification"";i:7;s:9:""main_menu"";i:8;s:14:""secondary_menu"";}s:10:""screenshot"";s:27:""themes/seven/screenshot.png"";s:3:""php"";s:5:""5.2.4"";s:7:""scripts"";a:0:{}s:5:""mtime"";i:1428502207;s:28:""overlay_supplemental_regions"";a:1:{i:0;s:11:""page_bottom"";}}s:6:""prefix"";s:11:""phptemplate"";s:11:""stylesheets"";a:1:{s:6:""screen"";a:2:{s:9:""reset.css"";s:22:""themes/seven/reset.css"";s:9:""style.css"";s:22:""themes/seven/style.css"";}}s:6:""engine"";s:11:""phptemplate"";}}'",block_admin_display,"b'a:1:{i:0;s:5:""seven"";}'",,31,5,1,admin/structure/block,admin/structure/block,Seven,t,,,a:0:{},132,,,0,modules/block/block.admin.inc
admin/structure/block/list/seven/add,b'',b'',user_access,"b'a:1:{i:0;s:17:""administer blocks"";}'",drupal_get_form,"b'a:1:{i:0;s:20:""block_add_block_form"";}'",,63,6,1,admin/structure/block/list/seven,admin/structure/block,Add block,t,,,a:0:{},388,,,0,modules/block/block.admin.inc
admin/structure/block/list/stark,b'',b'',_block_themes_access,"b'a:1:{i:0;O:8:""stdClass"":12:{s:8:""filename"";s:23:""themes/stark/stark.info"";s:4:""name"";s:5:""stark"";s:4:""type"";s:5:""theme"";s:5:""owner"";s:45:""themes/engines/phptemplate/phptemplate.engine"";s:6:""status"";s:1:""0"";s:9:""bootstrap"";s:1:""0"";s:14:""schema_version"";s:2:""-1"";s:6:""weight"";s:1:""0"";s:4:""info"";a:15:{s:4:""name"";s:5:""Stark"";s:11:""description"";s:208:""This theme demonstrates Drupal\'s default HTML markup and CSS styles. To learn how to build your own theme and override Drupal\'s default code, see the <a href=""http://drupal.org/theme-guide"">Theming Guide</a>."";s:7:""package"";s:4:""Core"";s:7:""version"";s:4:""7.36"";s:4:""core"";s:3:""7.x"";s:11:""stylesheets"";a:1:{s:3:""all"";a:1:{s:10:""layout.css"";s:23:""themes/stark/layout.css"";}}s:6:""engine"";s:11:""phptemplate"";s:7:""regions"";a:9:{s:13:""sidebar_first"";s:12:""Left sidebar"";s:14:""sidebar_second"";s:13:""Right sidebar"";s:7:""content"";s:7:""Content"";s:6:""header"";s:6:""Header"";s:6:""footer"";s:6:""Footer"";s:11:""highlighted"";s:11:""Highlighted"";s:4:""help"";s:4:""Help"";s:8:""page_top"";s:8:""Page top"";s:11:""page_bottom"";s:11:""Page bottom"";}s:8:""features"";a:9:{i:0;s:4:""logo"";i:1;s:7:""favicon"";i:2;s:4:""name"";i:3;s:6:""slogan"";i:4;s:17:""node_user_picture"";i:5;s:20:""comment_user_picture"";i:6;s:25:""comment_user_verification"";i:7;s:9:""main_menu"";i:8;s:14:""secondary_menu"";}s:10:""screenshot"";s:27:""themes/stark/screenshot.png"";s:3:""php"";s:5:""5.2.4"";s:7:""scripts"";a:0:{}s:5:""mtime"";i:1428502207;s:14:""regions_hidden"";a:2:{i:0;s:8:""page_top"";i:1;s:11:""page_bottom"";}s:28:""overlay_supplemental_regions"";a:1:{i:0;s:11:""page_bottom"";}}s:6:""prefix"";s:11:""phptemplate"";s:11:""stylesheets"";a:1:{s:3:""all"";a:1:{s:10:""layout.css"";s:23:""themes/stark/layout.css"";}}s:6:""engine"";s:11:""phptemplate"";}}'",block_admin_display,"b'a:1:{i:0;s:5:""stark"";}'",,31,5,1,admin/structure/block,admin/structure/block,Stark,t,,,a:0:{},132,,,0,modules/block/block.admin.inc
admin/structure/block/list/stark/add,b'',b'',user_access,"b'a:1:{i:0;s:17:""administer blocks"";}'",drupal_get_form,"b'a:1:{i:0;s:20:""block_add_block_form"";}'",,63,6,1,admin/structure/block/list/stark,admin/structure/block,Add block,t,,,a:0:{},388,,,0,modules/block/block.admin.inc
admin/structure/block/manage/%/%,b'a:2:{i:4;N;i:5;N;}',b'',user_access,"b'a:1:{i:0;s:17:""administer blocks"";}'",drupal_get_form,"b'a:3:{i:0;s:21:""block_admin_configure"";i:1;i:4;i:2;i:5;}'",,60,6,0,,admin/structure/block/manage/%/%,Configure block,t,,,a:0:{},6,,,0,modules/block/block.admin.inc
admin/structure/block/manage/%/%/configure,b'a:2:{i:4;N;i:5;N;}',b'',user_access,"b'a:1:{i:0;s:17:""administer blocks"";}'",drupal_get_form,"b'a:3:{i:0;s:21:""block_admin_configure"";i:1;i:4;i:2;i:5;}'",,121,7,2,admin/structure/block/manage/%/%,admin/structure/block/manage/%/%,Configure block,t,,,a:0:{},140,,,0,modules/block/block.admin.inc
admin/structure/block/manage/%/%/delete,b'a:2:{i:4;N;i:5;N;}',b'',user_access,"b'a:1:{i:0;s:17:""administer blocks"";}'",drupal_get_form,"b'a:3:{i:0;s:25:""block_custom_block_delete"";i:1;i:4;i:2;i:5;}'",,121,7,0,admin/structure/block/manage/%/%,admin/structure/block/manage/%/%,Delete block,t,,,a:0:{},132,,,0,modules/block/block.admin.inc
admin/structure/features,b'',b'',user_access,"b'a:1:{i:0;s:15:""manage features"";}'",drupal_get_form,"b'a:1:{i:0;s:19:""features_admin_form"";}'",,7,3,0,,admin/structure/features,Features,t,,,a:0:{},6,Manage features.,,0,profiles/haskala/modules/contrib/features/features.admin.inc
admin/structure/features/%,"b'a:1:{i:3;a:1:{s:12:""feature_load"";a:2:{i:0;i:3;i:1;b:1;}}}'",b'',user_access,"b'a:1:{i:0;s:19:""administer features"";}'",drupal_get_form,"b'a:2:{i:0;s:25:""features_admin_components"";i:1;i:3;}'",,14,4,0,,admin/structure/features/%,,features_get_feature_title,a:1:{i:0;i:3;},,a:0:{},0,Display components of a feature.,,0,profiles/haskala/modules/contrib/features/features.admin.inc
admin/structure/features/%/diff,"b'a:1:{i:3;a:1:{s:12:""feature_load"";a:2:{i:0;i:3;i:1;b:1;}}}'",b'',features_access_override_actions,b'a:1:{i:0;i:3;}',features_feature_diff,b'a:2:{i:0;i:3;i:1;i:5;}',,29,5,1,admin/structure/features/%,admin/structure/features/%,Review overrides,t,,,a:0:{},132,Compare default and current feature.,,0,profiles/haskala/modules/contrib/features/features.admin.inc
admin/structure/features/%/lock,"b'a:1:{i:3;a:1:{s:12:""feature_load"";a:3:{i:0;i:3;i:1;b:1;i:2;b:1;}}}'",b'',user_access,"b'a:1:{i:0;s:15:""manage features"";}'",features_admin_lock,b'a:3:{i:0;i:3;i:1;i:5;i:2;i:6;}',,29,5,0,,admin/structure/features/%/lock,Lock,t,,,a:0:{},0,Lock a feature or components.,,0,profiles/haskala/modules/contrib/features/features.admin.inc
admin/structure/features/%/recreate,"b'a:1:{i:3;a:1:{s:12:""feature_load"";a:2:{i:0;i:3;i:1;b:1;}}}'",b'',user_access,"b'a:1:{i:0;s:19:""administer features"";}'",drupal_get_form,"b'a:2:{i:0;s:20:""features_export_form"";i:1;i:3;}'",,29,5,1,admin/structure/features/%,admin/structure/features/%,Recreate,t,,,a:0:{},132,Recreate an existing feature.,,11,profiles/haskala/modules/contrib/features/features.admin.inc
admin/structure/features/%/status,"b'a:1:{i:3;a:1:{s:12:""feature_load"";a:2:{i:0;i:3;i:1;b:1;}}}'",b'',user_access,"b'a:1:{i:0;s:19:""administer features"";}'",features_feature_status,b'a:1:{i:0;i:3;}',,29,5,0,,admin/structure/features/%/status,Status,t,,,a:0:{},0,Javascript status call back.,,0,profiles/haskala/modules/contrib/features/features.admin.inc
admin/structure/features/%/view,"b'a:1:{i:3;a:1:{s:12:""feature_load"";a:2:{i:0;i:3;i:1;b:1;}}}'",b'',user_access,"b'a:1:{i:0;s:19:""administer features"";}'",drupal_get_form,"b'a:2:{i:0;s:25:""features_admin_components"";i:1;i:3;}'",,29,5,1,admin/structure/features/%,admin/structure/features/%,View,t,,,a:0:{},140,Display components of a feature.,,-10,profiles/haskala/modules/contrib/features/features.admin.inc
